userid,newsid
1011409,100644937
1012023,100643915
1012023,100643811
1012088,100608327
1012088,100579637
1012491,100619959
1012491,100616086
1012591,100643866
1012591,100643789
1012616,100641308
1012616,100641290
1012773,100640781
1012773,100640573
1013096,100654178
1013096,100656946
1013515,100645933
1013515,100645864
1013571,100651247
1013571,100651215
1013649,100640355
1013649,100640279
1013726,100641447
1013726,100641308
1014065,100644102
1014065,100643915
1014429,100644102
1014429,100643915
1014646,100642170
1014646,100642085
1015321,100636576
1015321,100636529
1015894,100654112
1015894,100658670
1015905,100644937
1015905,100644706
1015982,100641290
1015982,100641221
1016192,100642813
1016192,100642988
1016337,100639531
1016337,100639321
1016517,100645485
1016517,100645359
1016626,100645366
1016626,100644977
1016679,100642301
1016679,100586036
1016917,100641856
1016917,100640355
1017502,100653403
1017502,100646120
1017547,100645503
1017547,100645359
1018011,100644911
1018011,100644672
1018948,100644566
1018948,100644102
1019380,100645546
1019380,100645503
1019707,100630199
1019707,100633531
1019763,100644566
1019763,100644102
1019849,100644937
1019849,100643915
1020000,100644102
1020000,100643915
1020068,100646120
1020068,100645310
1020106,100642603
1020106,100642813
1020222,100645546
1020222,100645503
1020293,100648717
1020293,100648634
1021021,100644102
1021021,100643915
1021144,100652168
1021144,100649562
1021848,100643210
1021848,100642745
1022347,100640781
1022347,100640573
1022365,100643431
1022365,100643210
1022561,100644102
1022561,100643915
1022700,100645933
1022700,100645864
1023781,100643789
1023781,100643718
1023973,100653104
1023973,100652935
1024014,100645546
1024014,100645310
1024676,100647597
1024676,100645962
1025015,100634825
1025015,100634733
1025075,100645359
1025075,100644648
1025076,100644095
1025076,100643866
1025855,100643915
1025855,100643811
1025900,100645933
1025900,100645864
1025947,100646821
1025947,100646778
1026149,100642170
1026149,100642085
1026526,100645933
1026526,100645864
1026615,100643915
1026615,100643811
1026650,100645546
1026650,100645503
1026896,100643811
1026896,100643761
1026948,100641221
1026948,100641085
1027248,100641856
1027248,100641568
1027311,100642716
1027311,100642603
1027386,100645933
1027386,100645864
1027405,100645864
1027405,100645546
1027479,100643512
1027479,100643481
1028840,100641221
1028840,100641085
1029296,100643761
1029296,100643512
1029308,100644102
1029308,100643915
1029513,100644566
1029513,100644102
1029641,100648984
1029641,100648802
1029677,100644706
1029677,100644648
1030178,100643267
1030178,100643203
1030231,100649558
1030231,100654204
1030391,100643915
1030391,100643811
1030700,100642618
1030700,100642596
1030867,100644566
1030867,100644102
1031793,100644095
1031793,100643866
1031915,100643512
1031915,100643481
1032151,100645359
1032151,100644937
1032469,100642333
1032469,100642106
1033598,100643512
1033598,100643481
1033771,100643494
1033771,100643431
1033961,100647712
1033961,100653515
1034368,100644648
1034368,100644566
1034375,100645503
1034375,100645485
1034420,100646120
1034420,100645359
1034480,100643299
1034480,100643267
1034965,100642309
1034965,100642311
1035310,100645933
1035310,100643761
1035982,100644648
1035982,100644566
1036481,100653104
1036481,100652935
1036514,100655188
1036514,100655552
1036853,100644706
1036853,100644648
1036889,100644706
1036889,100644648
1037043,100643494
1037043,100643431
1037244,100644706
1037244,100644648
1037251,100645864
1037251,100645546
1037562,100641379
1037562,100641301
1037577,100648598
1037577,100649537
1037704,100643352
1037704,100643299
1038512,100646722
1038512,100648717
1038793,100642505
1038793,100642333
1039147,100644588
1039147,100644128
1039545,100641447
1039545,100641308
1039899,100644566
1039899,100644102
1040285,100643915
1040285,100643811
1040630,100643915
1040630,100644706
1040649,100643811
1040649,100643761
1040726,100641447
1040726,100641308
1040853,100644911
1040853,100644672
1041751,100641862
1041751,100642002
1041840,100656714
1041840,100658797
1042298,100641379
1042298,100641301
1042887,100643203
1042887,100642988
1042925,100643915
1042925,100643811
1042996,100641862
1042996,100642002
1043888,100644937
1043888,100645310
1044234,100644648
1044234,100644566
1044355,100643761
1044355,100643512
1045230,100651344
1045230,100651469
1045582,100641856
1045582,100641568
1046488,100642684
1046488,100641727
1046514,100643210
1046514,100643277
1046937,100643915
1046937,100643811
1046951,100641856
1046951,100641568
1046968,100649202
1046968,100650824
1047109,100645864
1047109,100645546
1047588,100653351
1047588,100649064
1047635,100641862
1047635,100642002
1047707,100644706
1047707,100644648
1047727,100656099
1047727,100656057
1047994,100641379
1047994,100641301
1048147,100643352
1048147,100643299
1048221,100647427
1048221,100647407
1049606,100642630
1049606,100642302
1049890,100644566
1049890,100644102
1049931,100646770
1049931,100646947
1049965,100647521
1049965,100647662
1050021,100646337
1050021,100646483
1050087,100645310
1050087,100644937
1050433,100650151
1050433,100643811
1050517,100649202
1050517,100650824
1052102,100644937
1052102,100645933
1052432,100643494
1052432,100643431
1052824,100647931
1052824,100645503
1052901,100641221
1052901,100641085
1053641,100645485
1053641,100644911
1054467,100644566
1054467,100644102
1055438,100646609
1055438,100646463
1055589,100644648
1055589,100644566
1055711,100644102
1055711,100643915
1055934,100644566
1055934,100644102
1056112,100646760
1056112,100646483
1056184,100648582
1056184,100644977
1056368,100643811
1056368,100643761
1056982,100646080
1056982,100610207
1057263,100643210
1057263,100642745
1057989,100651987
1057989,100658670
1058136,100643481
1058136,100643352
1058377,100645359
1058377,100646463
1058676,100642309
1058676,100642311
1059062,100644648
1059062,100644566
1059129,100647926
1059129,100648063
1059209,100645310
1059209,100644566
1059621,100642309
1059621,100642311
1060088,100641671
1060088,100641447
1060141,100645310
1060141,100644937
1060284,100642505
1060284,100643761
1060756,100644672
1060756,100644588
1060918,100644566
1060918,100644102
1060928,100645359
1060928,100645310
1060931,100643512
1060931,100643481
1060969,100642620
1060969,100642505
1061004,100655188
1061004,100655071
1062241,100643267
1062241,100643203
1062309,100644648
1062309,100644566
1062639,100642813
1062639,100642988
1062866,100642333
1062866,100642106
1063411,100643915
1063411,100643811
1063606,100645546
1063606,100645503
1063800,100480022
1063800,100294779
1063849,100643915
1063849,100643811
1064498,100637136
1064498,100634859
1065777,100633913
1065777,100632207
1065787,100643761
1065787,100643512
1066245,100639414
1066245,100639278
1066296,100645828
1066296,100646120
1066393,100643789
1066393,100643431
1066403,100642301
1066403,100651130
1066958,100643210
1066958,100642745
1067339,100642505
1067339,100642333
1067346,100650156
1067346,100650174
1067657,100640085
1067657,100639981
1068068,100644102
1068068,100643915
1068877,100642630
1068877,100642302
1068947,100642603
1068947,100642391
1069059,100644102
1069059,100643915
1069087,100644102
1069087,100643915
1069523,100646770
1069523,100645933
1069960,100643352
1069960,100643299
1070053,100643915
1070053,100643811
1070146,100644648
1070146,100644566
1072043,100645503
1072043,100645485
1072055,100647907
1072055,100647521
1072541,100645933
1072541,100647068
1072702,100645322
1072702,100650633
1072801,100643352
1072801,100643299
1073171,100644911
1073171,100645366
1073220,100642609
1073220,100642684
1073332,100642311
1073332,100642618
1073571,100643761
1073571,100643512
1073762,100643299
1073762,100643267
1073809,100643789
1073809,100643718
1074500,100644588
1074500,100644128
1074691,100654990
1074691,100654438
1075006,100646147
1075006,100612474
1075061,100648235
1075061,100647931
1075144,100647745
1075144,100647712
1075633,100655565
1075633,100645532
1075736,100656616
1075736,100656551
1075918,100644566
1075918,100644102
1076254,100647931
1076254,100647907
1076462,100643761
1076462,100643512
1076471,100645359
1076471,100644566
1076661,100644937
1076661,100644706
1077311,100652788
1077311,100652447
1078565,100642988
1078565,100642813
1078821,100643494
1078821,100643431
1079617,100640796
1079617,100639797
1079654,100642603
1079654,100642391
1079976,100645864
1079976,100644937
1080263,100644937
1080263,100644706
1080293,100642988
1080293,100642813
1081157,100644128
1081157,100645359
1081563,100644706
1081563,100644566
1081605,100645366
1081605,100644102
1081868,100644672
1081868,100644588
1082278,100644706
1082278,100644648
1082843,100644566
1082843,100644102
1083133,100652086
1083133,100652020
1083317,100644588
1083317,100644128
1084194,100646120
1084194,100497271
1084388,100645485
1084388,100645359
1084493,100640865
1084493,100640781
1084708,100643299
1084708,100643267
1084821,100640272
1084821,100640074
1084925,100642684
1084925,100642301
1085052,100642333
1085052,100644977
1085086,100645546
1085086,100645503
1085292,100643299
1085292,100643267
1085798,100644566
1085798,100645485
1087497,100643267
1087497,100643203
1088233,100642620
1088233,100642505
1088294,100644648
1088294,100644566
1088778,100642333
1088778,100643789
1089027,100645864
1089027,100645546
1089406,100644095
1089406,100643866
1089526,100640796
1089526,100640772
1089767,100645366
1089767,100645310
1090932,100649558
1090932,100651950
1091311,100645546
1091311,100645503
1091422,100658797
1091422,100654109
1091672,100642311
1091672,100642309
1091726,100642609
1091726,100642301
1092086,100643512
1092086,100643481
1092229,100647931
1092229,100647907
1093042,100644706
1093042,100642391
1093528,100647226
1093528,100647230
1094139,100642170
1094139,100642085
1094918,100587117
1094918,100573424
1096238,100655565
1096238,100652773
1096653,100643512
1096653,100643481
1097954,100646120
1097954,100648994
1098223,100643915
1098223,100643811
1098231,100642106
1098231,100642002
1098601,100645359
1098601,100644937
1098632,100655399
1098632,100655297
1098799,100645310
1098799,100644937
1099432,100646947
1099432,100647427
1100229,100645933
1100229,100645864
1100459,100644648
1100459,100644566
1101103,100643718
1101103,100643494
1101257,100644706
1101257,100644648
1101430,100648634
1101430,100648582
1101962,100642333
1101962,100642106
1102854,100644706
1102854,100645485
1102855,100651265
1102855,100651247
1103139,100644706
1103139,100644648
1103459,100644102
1103459,100643915
1103628,100643811
1103628,100643761
1104250,100646178
1104250,100652271
1104556,100653351
1104556,100651344
1104604,100645864
1104604,100645546
1104875,100643915
1104875,100643811
1105446,100658670
1105446,100658797
1105462,100641862
1105462,100641671
1106364,100644095
1106364,100643866
1106419,100645546
1106419,100645503
1106476,100642309
1106476,100642618
1106569,100646120
1106569,100645906
1107051,100643811
1107051,100643761
1107283,100647745
1107283,100633200
1107310,100642391
1107310,100642763
1107522,100644648
1107522,100644102
1107585,100650164
1107585,100650151
1107799,100644648
1107799,100646120
1108375,100644588
1108375,100644128
1108565,100637806
1108565,100637545
1108833,100644937
1108833,100645310
1109864,100641085
1109864,100640865
1110084,100650266
1110084,100652075
1110668,100644937
1110668,100644706
1111337,100652168
1111337,100652086
1111759,100641379
1111759,100641301
1112076,100642620
1112076,100642505
1112218,100650727
1112218,100651073
1112695,100641101
1112695,100640878
1112760,100640074
1112760,100639882
1112991,100643915
1112991,100644706
1113349,100651344
1113349,100645483
1113415,100652168
1113415,100652086
1114242,100644588
1114242,100644128
1114698,100655565
1114698,100654434
1114938,100643481
1114938,100643352
1115198,100644102
1115198,100643915
1115366,100645933
1115366,100645359
1115492,100643277
1115492,100643210
1115616,100641379
1115616,100641301
1115630,100644911
1115630,100644672
1115777,100644706
1115777,100644648
1116511,100643811
1116511,100643761
1117002,100644672
1117002,100644911
1117316,100642813
1117316,100639797
1117882,100643811
1117882,100643761
1117973,100644102
1117973,100643915
1118918,100642309
1118918,100642311
1119290,100632207
1119290,100647228
1120727,100646722
1120727,100648752
1120892,100644706
1120892,100644937
1121565,100644937
1121565,100644706
1121967,100643915
1121967,100643811
1122680,100653351
1122680,100650174
1122853,100649179
1122853,100648968
1123622,100649500
1123622,100647859
1125000,100651344
1125000,100653351
1125299,100651987
1125299,100658670
1126679,100644102
1126679,100649581
1128550,100653327
1128550,100653275
1128942,100644102
1128942,100656057
1129899,100644672
1129899,100644588
1130074,100653104
1130074,100652935
1130137,100637136
1130137,100634859
1130362,100654151
1130362,100653372
1130873,100645310
1130873,100644937
1131150,100645483
1131150,100646147
1131675,100647672
1131675,100633200
1132114,100644911
1132114,100644672
1132936,100645864
1132936,100645546
1133038,100640796
1133038,100640772
1133079,100645532
1133079,100645366
1133559,100645546
1133559,100645864
1133580,100643761
1133580,100643811
1133615,100642603
1133615,100642391
1134156,100644706
1134156,100644648
1134938,100499791
1134938,100508979
1135041,100643789
1135041,100643718
1136320,100644102
1136320,100643915
1137937,100643203
1137937,100640796
1137941,100642988
1137941,100642813
1137958,100651048
1137958,100650992
1138000,100645546
1138000,100645503
1138304,100650824
1138304,100649260
1139223,100643352
1139223,100648235
1139503,100645322
1139503,100645448
1140973,100643431
1140973,100645495
1141370,100650824
1141370,100655565
1141633,100642333
1141633,100642106
1142457,100645933
1142457,100644648
1143215,100642085
1143215,100642391
1143901,100644937
1143901,100644706
1143955,100650261
1143955,100650444
1143986,100645310
1143986,100644937
1144022,100650261
1144022,100650444
1144095,100653351
1144095,100646120
1144183,100656616
1144183,100656551
1144791,100643811
1144791,100643761
1144886,100649924
1144886,100649853
1145154,100641727
1145154,100638980
1145651,100644588
1145651,100644128
1146235,100646120
1146235,100646483
1146516,100644937
1146516,100644706
1148044,100641290
1148044,100636247
1148341,100649202
1148341,100655565
1148582,100645310
1148582,100644937
1149035,100648820
1149035,100656677
1149537,100642813
1149537,100642391
1149588,100646609
1149588,100650266
1149694,100643210
1149694,100642745
1150058,100650824
1150058,100656591
1150835,100644566
1150835,100645933
1150851,100644102
1150851,100643915
1151743,100645503
1151743,100645485
1151798,100650191
1151798,100650164
1152104,100643431
1152104,100643210
1152337,100644095
1152337,100643866
1153160,100645933
1153160,100647597
1153217,100643915
1153217,100643811
1153280,100656037
1153280,100656057
1154721,100652447
1154721,100652409
1154983,100642309
1154983,100642302
1155286,100651265
1155286,100651247
1155587,100645495
1155587,100644977
1155689,100651008
1155689,100647659
1156012,100646080
1156012,100647243
1156217,100643494
1156217,100643431
1156308,100644648
1156308,100647745
1156838,100645933
1156838,100646120
1156840,100642309
1156840,100642311
1157135,100645503
1157135,100644566
1157614,100650250
1157614,100650191
1158528,100643210
1158528,100642745
1158762,100642301
1158762,100641727
1159060,100646483
1159060,100646337
1159062,100644648
1159062,100644566
1159897,100642813
1159897,100642988
1160079,100646120
1160079,100645906
1160324,100646080
1160324,100645322
1160463,100649503
1160463,100645428
1162749,100644706
1162749,100644648
1163555,100644911
1163555,100644566
1163867,100637151
1163867,100637136
1164325,100651337
1164325,100658797
1165126,100649202
1165126,100655565
1165168,100647597
1165168,100645828
1165903,100651247
1165903,100651215
1165988,100643915
1165988,100643811
1166307,100646120
1166307,100645359
1169706,100650261
1169706,100650444
1169732,100641447
1169732,100641308
1170465,100643789
1170465,100643718
1170668,100643431
1170668,100643210
1171259,100650677
1171259,100650617
1171696,100643915
1171696,100643811
1171888,100644937
1171888,100644706
1173305,100645546
1173305,100645503
1173313,100656737
1173313,100656714
1174434,100644706
1174434,100644648
1174443,100645322
1174443,100650633
1174509,100429266
1174509,100479135
1174653,100652271
1174653,100652168
1174857,100646483
1174857,100644348
1175525,100639981
1175525,100639865
1175686,100644977
1175686,100644911
1176523,100651913
1176523,100651397
1176790,100644706
1176790,100644648
1177029,100644706
1177029,100644648
1177503,100646147
1177503,100644977
1177635,100653351
1177635,100642716
1178496,100656591
1178496,100655565
1178942,100642391
1178942,100642603
1179276,100643811
1179276,100643761
1180452,100644102
1180452,100643915
1180576,100644102
1180576,100642170
1181562,100644648
1181562,100645828
1181620,100647230
1181620,100647232
1182481,100645933
1182481,100645864
1182570,100644706
1182570,100644648
1182750,100646483
1182750,100646409
1182844,100645485
1182844,100645310
1183063,100654109
1183063,100649003
1183762,100645864
1183762,100645546
1183931,100642596
1183931,100642630
1185158,100649503
1185158,100647597
1185930,100655565
1185930,100651397
1187672,100645933
1187672,100645864
1188387,100644102
1188387,100643915
1188452,100645828
1188452,100633052
1190727,100643761
1190727,100644706
1191224,100568506
1191224,100581905
1191430,100651265
1191430,100651247
1192655,100645359
1192655,100644566
1192917,100643431
1192917,100643203
1193631,100652447
1193631,100652409
1194573,100586036
1194573,100645322
1194934,100646120
1194934,100646483
1195082,100643210
1195082,100642745
1195642,100651397
1195642,100646147
1196142,100645310
1196142,100644566
1196199,100644937
1196199,100644706
1196868,100649581
1196868,100644102
1196898,100656637
1196898,100656616
1196951,100645359
1196951,100645310
1197228,100643267
1197228,100643203
1198709,100643811
1198709,100643761
1198727,100644648
1198727,100646120
1198761,100645503
1198761,100645359
1199217,100650156
1199217,100650144
1200133,100647745
1200133,100647672
1200848,100645359
1200848,100645310
1201155,100650824
1201155,100655565
1201189,100643352
1201189,100643299
1201279,100648582
1201279,100653104
1201963,100649136
1201963,100647774
1202000,100646058
1202000,100648031
1202066,100651182
1202066,100637136
1202093,100653327
1202093,100651344
1203237,100644911
1203237,100644672
1203609,100644937
1203609,100644706
1204083,100650261
1204083,100650444
1205990,100646483
1205990,100647521
1206674,100645366
1206674,100645933
1207176,100643811
1207176,100644706
1207268,100645933
1207268,100648717
1208023,100647712
1208023,100640893
1209322,100647712
1209322,100651182
1210040,100645864
1210040,100645546
1210821,100655198
1210821,100644102
1211659,100651344
1211659,100650689
1211841,100645322
1211841,100651212
1211971,100642106
1211971,100641862
1212066,100646337
1212066,100645933
1212273,100645546
1212273,100645503
1212539,100653327
1212539,100651344
1212832,100641568
1212832,100641379
1213710,100654438
1213710,100647659
1214324,100655552
1214324,100655733
1215174,100644648
1215174,100643915
1215317,100644672
1215317,100644128
1215624,100649558
1215624,100651950
1217276,100644937
1217276,100644706
1217485,100653892
1217485,100653853
1217521,100647712
1217521,100651182
1217935,100644588
1217935,100643481
1218333,100637541
1218333,100644706
1219077,100646120
1219077,100645962
1219475,100644937
1219475,100644706
1222004,100651265
1222004,100651247
1222292,100638980
1222292,100586036
1223174,100644977
1223174,100641447
1223270,100647226
1223270,100647230
1224076,100645864
1224076,100645546
1224392,100644102
1224392,100643915
1224766,100648968
1224766,100649179
1226563,100644648
1226563,100644566
1228774,100644672
1228774,100644588
1230534,100642505
1230534,100641671
1231419,100644102
1231419,100643915
1233520,100657188
1233520,100656150
1233690,100643431
1233690,100645366
1234218,100650633
1234218,100646080
1234283,100644706
1234283,100644648
1234675,100643915
1234675,100643811
1234898,100643481
1234898,100644588
1235809,100648752
1235809,100648717
1236455,100658670
1236455,100652121
1236722,100645322
1236722,100653323
1237448,100643718
1237448,100644672
1237456,100647931
1237456,100647907
1237938,100629216
1237938,100649202
1239256,100656591
1239256,100655565
1239295,100645933
1239295,100644937
1239414,100645828
1239414,100646120
1239613,100642630
1239613,100642684
1240210,100645933
1240210,100645864
1240462,100645322
1240462,100646058
1242477,100645310
1242477,100644937
1243419,100657192
1243419,100656686
1243539,100645322
1243539,100642301
1243673,100651276
1243673,100651265
1244620,100640085
1244620,100639602
1245037,100651008
1245037,100647926
1245628,100642630
1245628,100642302
1246570,100644566
1246570,100644102
1246894,100645503
1246894,100644648
1247740,100649503
1247740,100650824
1248030,100644937
1248030,100644706
1248234,100645828
1248234,100649202
1248882,100645546
1248882,100645864
1250762,100655565
1250762,100650824
1250965,100655565
1250965,100649260
1251177,100642630
1251177,100642302
1252313,100652086
1252313,100652020
1253983,100646879
1253983,100646080
1254034,100635760
1254034,100633031
1254430,100645864
1254430,100657146
1255338,100648915
1255338,100651344
1255358,100645310
1255358,100644937
1256067,100655399
1256067,100655733
1256804,100643915
1256804,100643811
1256898,100650617
1256898,100650488
1257402,100650824
1257402,100655565
1257640,100650261
1257640,100650444
1257699,100644566
1257699,100646120
1257722,100645933
1257722,100645864
1257998,100642745
1257998,100637545
1258090,100653327
1258090,100653275
1259358,100652121
1259358,100647659
1260472,100645503
1260472,100645485
1260590,100645828
1260590,100637175
1261411,100647190
1261411,100654434
1261413,100649503
1261413,100650824
1261442,100642618
1261442,100642302
1261855,100644706
1261855,100644648
1262204,100645864
1262204,100645546
1262755,100655407
1262755,100655455
1263386,100647226
1263386,100647228
1264468,100645322
1264468,100646058
1264706,100653351
1264706,100651344
1265280,100647745
1265280,100647712
1265556,100646120
1265556,100646409
1266708,100645933
1266708,100645864
1268188,100630235
1268188,100630232
1270575,100645864
1270575,100645546
1271280,100646609
1271280,100646790
1271348,100645485
1271348,100644566
1271862,100643761
1271862,100643512
1272574,100644911
1272574,100645495
1272878,100651976
1272878,100651880
1273688,100643718
1273688,100645532
1274350,100647745
1274350,100647712
1275542,100658012
1275542,100650824
1277801,100650156
1277801,100650144
1278067,100645933
1278067,100645864
1279361,100645933
1279361,100645864
1279754,100653351
1279754,100646120
1279994,100645483
1279994,100646790
1280019,100651344
1280019,100651276
1280345,100645864
1280345,100645546
1281227,100640796
1281227,100640772
1281244,100655367
1281244,100649569
1281481,100647226
1281481,100647230
1282354,100651276
1282354,100651265
1283113,100653515
1283113,100640893
1283417,100646120
1283417,100644128
1283758,100645546
1283758,100645503
1284036,100645546
1284036,100645503
1285661,100648634
1285661,100648717
1286934,100644102
1286934,100643811
1287310,100648582
1287310,100648235
1288413,100651344
1288413,100650174
1290428,100651215
1290428,100651048
1291331,100644102
1291331,100643915
1291348,100644977
1291348,100644911
1291447,100652075
1291447,100649503
1292474,100643481
1292474,100641447
1293739,100644937
1293739,100644706
1295413,100649503
1295413,100645322
1296853,100642630
1296853,100642618
1299054,100644588
1299054,100644128
1299135,100644102
1299135,100643915
1299814,100644566
1299814,100644102
1300125,100649260
1300125,100655565
1300902,100647243
1300902,100658797
1301815,100644566
1301815,100643915
1302317,100644706
1302317,100644648
1302776,100646790
1302776,100646609
1304802,100644566
1304802,100644102
1304825,100645503
1304825,100644648
1305978,100654411
1305978,100654400
1306734,100642106
1306734,100642002
1307465,100646821
1307465,100646778
1307697,100644128
1307697,100644095
1307748,100652121
1307748,100658670
1308108,100647712
1308108,100647672
1309639,100647002
1309639,100650368
1309877,100649574
1309877,100649924
1310030,100651276
1310030,100651265
1310108,100640433
1310108,100637046
1310733,100653275
1310733,100653104
1310847,100572772
1310847,100584518
1312536,100649202
1312536,100655565
1313001,100643761
1313001,100643512
1313088,100647232
1313088,100647230
1314289,100647235
1314289,100647232
1316190,100650639
1316190,100648752
1316229,100623624
1316229,100581905
1318770,100642170
1318770,100642085
1320649,100646760
1320649,100646483
1320708,100641991
1320708,100642085
1320935,100651344
1320935,100650174
1325221,100646080
1325221,100646790
1327611,100644937
1327611,100644706
1328352,100645933
1328352,100642603
1329339,100651048
1329339,100650992
1329602,100651212
1329602,100655565
1330216,100646575
1330216,100648279
1330920,100651276
1330920,100651265
1331378,100646058
1331378,100649275
1331697,100651048
1331697,100650992
1331976,100643866
1331976,100643789
1332054,100648802
1332054,100648768
1332332,100645322
1332332,100645448
1332403,100650720
1332403,100650696
1332497,100642302
1332497,100642630
1333406,100642309
1333406,100642630
1333947,100650824
1333947,100644648
1335320,100645864
1335320,100645546
1336828,100654109
1336828,100646080
1338245,100644102
1338245,100645485
1338674,100648634
1338674,100648582
1340083,100645485
1340083,100644937
1340490,100650144
1340490,100646790
1342051,100647931
1342051,100647907
1342266,100651344
1342266,100650174
1342315,100649548
1342315,100649179
1342436,100646120
1342436,100643761
1342489,100646147
1342489,100651397
1342773,100654112
1342773,100650552
1343023,100644648
1343023,100646965
1343749,100650144
1343749,100649924
1344041,100640286
1344041,100640272
1344954,100655565
1344954,100650633
1345472,100656099
1345472,100656037
1345813,100652200
1345813,100651286
1347257,100647228
1347257,100647232
1351034,100649503
1351034,100650824
1351758,100657253
1351758,100651008
1351894,100655399
1351894,100655297
1352523,100649260
1352523,100649537
1353215,100653351
1353215,100653327
1353310,100656037
1353310,100655733
1355625,100646178
1355625,100646760
1355689,100645485
1355689,100644566
1355719,100644706
1355719,100645485
1357855,100642684
1357855,100645322
1361461,100646120
1361461,100643277
1362091,100642391
1362091,100642170
1362636,100648752
1362636,100646722
1363258,100646178
1363258,100647521
1363932,100645503
1363932,100645310
1364186,100645485
1364186,100645359
1364856,100653275
1364856,100653104
1366657,100644102
1366657,100643915
1366868,100644706
1366868,100644648
1368059,100658399
1368059,100646080
1368274,100643494
1368274,100643431
1368324,100642630
1368324,100642302
1368799,100643789
1368799,100643718
1369608,100657161
1369608,100656686
1370505,100647243
1370505,100647190
1370543,100647226
1370543,100651987
1370560,100655380
1370560,100655104
1371269,100652121
1371269,100651008
1371952,100617839
1371952,100548345
1372351,100649562
1372351,100651073
1374077,100651104
1374077,100648013
1375126,100647235
1375126,100647226
1375142,100646778
1375142,100646760
1375857,100649202
1375857,100649503
1376405,100649503
1376405,100649260
1378297,100647712
1378297,100651182
1380474,100644102
1380474,100643811
1381968,100647712
1381968,100652919
1386490,100645933
1386490,100645864
1387674,100642716
1387674,100643277
1388667,100648717
1388667,100648634
1389102,100647384
1389102,100647068
1390239,100649202
1390239,100645828
1390720,100586036
1390720,100635560
1393072,100647745
1393072,100653515
1393399,100645428
1393399,100646147
1394840,100647226
1394840,100647230
1396303,100647885
1396303,100649202
1398606,100646120
1398606,100649503
1399484,100652447
1399484,100652409
1402559,100648582
1402559,100648235
1404432,100651215
1404432,100651048
1404835,100648503
1404835,100647980
1407994,100650552
1407994,100648013
1409826,100644102
1409826,100643210
1409831,100645864
1409831,100645546
1411597,100650174
1411597,100649924
1413294,100645546
1413294,100645503
1413947,100642311
1413947,100642618
1414140,100645864
1414140,100645546
1415046,100646120
1415046,100645864
1415889,100643811
1415889,100643481
1416518,100646337
1416518,100646483
1416681,100658173
1416681,100658140
1418517,100645864
1418517,100645546
1420445,100637136
1420445,100645906
1421243,100647336
1421243,100646947
1421823,100649503
1421823,100655565
1421872,100650430
1421872,100650250
1424500,100644706
1424500,100645933
1424583,100643512
1424583,100643481
1425478,100638549
1425478,100638502
1426492,100651276
1426492,100651265
1429412,100651344
1429412,100651215
1430036,100642684
1430036,100642301
1430527,100645485
1430527,100645359
1430957,100645485
1430957,100645359
1431351,100646483
1431351,100647384
1431766,100656815
1431766,100656637
1432778,100653403
1432778,100651344
1434094,100654434
1434094,100654455
1434530,100643494
1434530,100642745
1435078,100650992
1435078,100650742
1435416,100651048
1435416,100650992
1436011,100653351
1436011,100642716
1436228,100644102
1436228,100645503
1436873,100645359
1436873,100644977
1439458,100647521
1439458,100648778
1440579,100649924
1440579,100650144
1440669,100646080
1440669,100645322
1441339,100364971
1441339,100390563
1441533,100645310
1441533,100645485
1441991,100657188
1441991,100656150
1442621,100645485
1442621,100645310
1442812,100652409
1442812,100652271
1444128,100650261
1444128,100650156
1444217,100642302
1444217,100642309
1444273,100644566
1444273,100644648
1445272,100652271
1445272,100652168
1453046,100645933
1453046,100651987
1454193,100653327
1454193,100648915
1455502,100644977
1455502,100644911
1457966,100654112
1457966,100658797
1459100,100644102
1459100,100644128
1459762,100649503
1459762,100655565
1463963,100653351
1463963,100651344
1466492,100647712
1466492,100645359
1467259,100651182
1467259,100646555
1467290,100568506
1467290,100634231
1467959,100645428
1467959,100646463
1469553,100651276
1469553,100649503
1470993,100650144
1470993,100650174
1471037,100655399
1471037,100655297
1473834,100645933
1473834,100645864
1474256,100655700
1474256,100655696
1476430,100644937
1476430,100644706
1476692,100651344
1476692,100653351
1476828,100645546
1476828,100645503
1481992,100650144
1481992,100646790
1482043,100655565
1482043,100650824
1482356,100655565
1482356,100649202
1483781,100642596
1483781,100642302
1485441,100646790
1485441,100645428
1486111,100641085
1486111,100640865
1486275,100650992
1486275,100651215
1487475,100647235
1487475,100647237
1488560,100645864
1488560,100645546
1489515,100654109
1489515,100646080
1489741,100647427
1489741,100647885
1490222,100647336
1490222,100646891
1490874,100645485
1490874,100645359
1494222,100655198
1494222,100160057
1494665,100648802
1494665,100645933
1494940,100645483
1494940,100646463
1495168,100642505
1495168,100642106
1495685,100652020
1495685,100651992
1497543,100651337
1497543,100646080
1497697,100651247
1497697,100643915
1499165,100647712
1499165,100653515
1499635,100641225
1499635,100641101
1502583,100653327
1502583,100653275
1504500,100645483
1504500,100645335
1506121,100655565
1506121,100651212
1506625,100655552
1506625,100655733
1507534,100656369
1507534,100656099
1508941,100647712
1508941,100633200
1513646,100645864
1513646,100648830
1513917,100650156
1513917,100650144
1516249,100645366
1516249,100645503
1516892,100646337
1516892,100646778
1518151,100645485
1518151,100645310
1518220,100649924
1518220,100649853
1520993,100649202
1520993,100649503
1522247,100645359
1522247,100645310
1523825,100646080
1523825,100645322
1524312,100651215
1524312,100651048
1526807,100647228
1526807,100647230
1528509,100643915
1528509,100644706
1529854,100652271
1529854,100652086
